Model,Price,Year,Transmission,Fuel type,City
Opel Astra G,48000,1999,Механика,Бензин + газ,Хамадани
Opel Astra F,60000,1998,Механика,Бензин + газ,Душанбе
Opel Astra G,58000,1998,Автомат,Бензин + газ,Исфара
Opel Astra F,39000,1997,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Zafira,85000,2007,Автомат,Бензин + газ,Душанбе
Opel Astra F,31000,1996,Механика,Бензин + газ,Файзабад
Opel Astra G,80000,2007,Механика,Бензин + газ,Душанбе
Opel Astra F,40000,1993,Механика,Бензин + газ,Худжанд
Opel Astra G,55000,1999,Механика,Бензин + газ,Худжанд
Opel Astra F,26000,1993,Механика,Бензин + газ,Душанбе
Opel Vectra A,15000,1991,Механика,Бензин + газ,Душанбе
Opel Astra H,69000,2007,Механика,Бензин + газ,Худжанд
Opel Astra H,67000,2006,Механика,Бензин + газ,Душанбе
Opel Astra G,62000,2004,Механика,Бензин + газ,Душанбе
Opel Zafira,57000,1999,Механика,Бензин,Душанбе
Opel Zafira,80000,2007,Автомат,Бензин,Худжанд
Opel Astra F,49000,1997,Автомат,Бензин + газ,Вахдат
Opel Astra F,23300,1993,Механика,Газ,Ашт
Opel Astra H,75000,2007,Механика,Бензин,Душанбе
Opel Vectra B,49000,2000,Механика,Бензин + газ,Яван
Opel Astra F,37600,1997,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Zafira,79000,2006,Механика,Бензин + газ,Душанбе
Opel Astra H,67000,2006,Механика,Бензин + газ,Душанбе
Opel Vectra A,32000,1995,Механика,Бензин,Душанбе
Opel Zafira,78000,2007,Автомат,Бензин,Душанбе
Opel Astra F,17000,1993,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,54000,1999,Механика,Бензин,Душанбе
Opel Zafira,90000,2006,Механика,Бензин + газ,Худжанд
Opel Astra G,57000,1999,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,51000,1998,Механика,Бензин + газ,Душанбе
Opel Astra F,40000,1995,Механика,Бензин + газ,Худжанд
Opel Astra F,50000,1997,Механика,Бензин,Шахритус
Opel Vectra B,57000,1999,Механика,Бензин + газ,Спитамен
Opel Astra G,57000,1998,Механика,Бензин + газ,Душанбе
Opel Astra G,70000,2007,Механика,Бензин,Худжанд
Opel Astra H,55000,2006,Механика,Дизель,Душанбе
Opel Astra H,76000,2006,Механика,Бензин,Душанбе
Opel Astra F,37000,1996,Механика,Бензин + газ,Куляб
Opel Astra G,65000,2000,Механика,Бензин,Худжанд
Opel Astra G,55000,2000,Механика,Бензин + газ,Зафарабад
Opel Vectra C,64999,2007,Механика,Бензин,Душанбе
Opel Astra F,31000,1997,Механика,Бензин + газ,Душанбе
Opel Astra F,30000,1997,Механика,Бензин + газ,Яван
Opel Astra F,28000,1992,Механика,Бензин + газ,Вахш
Opel Zafira,70000,2006,Механика,Бензин,Душанбе
Opel Astra H,65000,2006,Механика,Бензин,Душанбе
Opel Astra F,37000,1997,Автомат,Бензин,Душанбе
Opel Astra G,63000,1999,Механика,Бензин + газ,Худжанд
Opel Astra F,37000,1996,Механика,Бензин + газ,Матча
Opel Astra H,70000,2008,Механика,Бензин + газ,Гиссар
Opel Astra J,92000,2011,Механика,Бензин,Душанбе
Opel Astra F,24000,1993,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra G,52000,1998,Автомат,Бензин + газ,Душанбе
Opel Astra F,31000,1995,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,38000,1999,Механика,Бензин,Душанбе
Opel Vectra A,36000,1995,Механика,Бензин + газ,Душанбе
Opel Zafira,70000,2006,Механика,Дизель,Душанбе
Opel Astra F,42000,1998,Механика,Бензин + газ,Дангара
Opel Astra G,56000,2000,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,46000,1999,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,54999,1998,Механика,Бензин + газ,Куляб
Opel Zafira,109000,2010,Механика,Бензин,Худжанд
Opel Astra G,75000,1999,Автомат,Бензин,Душанбе
Opel Vectra B,46000,2000,Механика,Бензин,Душанбе
Opel Astra G,55000,1996,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra F,35000,1996,Механика,Бензин + газ,Вахш
Opel Astra H,75000,2007,Механика,Бензин + газ,Худжанд
Opel Astra G,85000,2004,Механика,Бензин,Истаравшан
Opel Vectra B,28000,1994,Механика,Бензин + газ,Канибадам
Opel Vectra A,18000,1992,Механика,Бензин + газ,Худжанд
Opel Vectra B,30000,1997,Механика,Бензин + газ,Душанбе
Opel Astra F,37000,1996,Механика,Бензин + газ,Душанбе
Opel Zafira,75000,2002,Механика,Бензин,Душанбе
Opel Astra F,31500,1997,Механика,Бензин + газ,Душанбе
Opel Zafira,75000,2008,Механика,Бензин + газ,Канибадам
Opel Astra H,64000,2007,Механика,Дизель,Истаравшан
Opel Astra F,29000,1997,Механика,Бензин + газ,Джаббор Расулов
Opel Vectra B,29000,1996,Механика,Бензин + газ,Вахдат
Opel Astra F,36000,1997,Механика,Газ,Душанбе
Opel Vectra C,48000,2005,Автомат,Бензин,Пяндж
Opel Zafira,68000,1999,Механика,Бензин + газ,Худжанд
Opel Astra F,35000,1991,Механика,Бензин + газ,Истаравшан
Opel Astra F,25000,1994,Механика,Бензин,Шахритус
Opel Vectra A,15000,1992,Механика,Бензин + газ,Яван
Opel Astra G,52000,1999,Механика,Бензин,Душанбе
Opel Astra F,40000,1997,Механика,Бензин + газ,Душанбе
Opel Astra H,68500,2006,Механика,Бензин,Худжанд
Opel Astra G,45000,1998,Механика,Бензин + газ,Фархор
Opel Astra F,20000,1992,Механика,Бензин + газ,Куляб
Opel Vectra B,58000,2000,Механика,Бензин + газ,Душанбе
Opel Astra F,43000,1997,Механика,Бензин + газ,Душанбе
Opel Astra G,75000,2002,Механика,Бензин + газ,Душанбе
Opel Astra G,66000,2006,Механика,Бензин + газ,Душанбе
Opel Astra F,31000,1996,Механика,Бензин + газ,Яван
Opel Astra F,45000,1996,Механика,Бензин + газ,Душанбе
Opel Vectra A,21000,1992,Механика,Бензин + газ,Вахш
Opel Astra G,98000,2004,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra H,95000,2008,Механика,Бензин + газ,Худжанд
Opel Astra F,40000,1997,Механика,Бензин + газ,Яван
Opel Vectra A,36000,1995,Механика,Бензин + газ,Вахдат
Opel Vectra B,62000,2001,Автомат,Бензин,Бохтар (Курган-Тюбе)
Opel Zafira,58000,1999,Механика,Бензин,Худжанд
Opel Vectra B,58000,2001,Механика,Бензин + газ,Худжанд
Opel Vectra A,26000,1993,Механика,Бензин + газ,Душанбе
Opel Astra G,64000,2002,Механика,Бензин,Душанбе
Opel Astra F,36000,1996,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Zafira,85000,2004,Механика,Бензин,Душанбе
Opel Astra G,75000,2002,Механика,Бензин + газ,Душанбе
Opel Astra G,12500,1999,Механика,Газ,Душанбе
Opel Astra F,33000,1995,Механика,Бензин + газ,Душанбе
Opel Astra H,58999,2008,Автомат,Бензин,Худжанд
Opel Vectra B,45000,1996,Механика,Бензин,Ашт
Opel Astra F,30000,1996,Механика,Бензин,Душанбе
Opel Vectra B,52000,1999,Механика,Бензин + газ,Канибадам
Opel Astra F,50000,1998,Механика,Бензин + газ,Куляб
Opel Zafira,59000,2001,Механика,Бензин + газ,Душанбе
Opel Astra G,53500,1998,Автомат,Бензин,Душанбе
Opel Astra H,63000,2006,Механика,Бензин + газ,Худжанд
Opel Astra G,76000,2004,Механика,Бензин,Худжанд
Opel Astra F,32000,1995,Механика,Бензин + газ,Фархор
Opel Astra F,26000,1996,Механика,Бензин,Душанбе
Opel Astra G,62000,2007,Механика,Бензин + газ,Истаравшан
Opel Astra H,95000,2009,Механика,Бензин,Душанбе
Opel Zafira,88000,2007,Механика,Бензин,Гулистон (Кайраккум)
Opel Zafira,78500,2007,Механика,Бензин + газ,Душанбе
Opel Zafira,70000,2006,Механика,Бензин,Душанбе
Opel Astra G,68000,2002,Механика,Бензин,Исфара
Opel Astra H,85000,2009,Механика,Бензин + газ,Душанбе
Opel Astra F,26000,1993,Механика,Бензин + газ,Вахш
Opel Astra H,80000,2009,Механика,Бензин + газ,Душанбе
Opel Astra F,42000,1997,Механика,Бензин + газ,Душанбе
Opel Zafira,75000,2008,Механика,Бензин + газ,Бободжон Гафуров
Opel Astra H,65000,2007,Механика,Бензин,Худжанд
Opel Astra H,51000,2004,Механика,Бензин,Куляб
Opel Astra F,27000,1995,Механика,Бензин,Душанбе
Opel Zafira,76000,2007,Механика,Бензин,Пенджикент
Opel Astra H,78000,2006,Механика,Бензин + газ,Худжанд
Opel Astra F,27000,1994,Механика,Бензин + газ,Душанбе
Opel Astra G,66000,2006,Механика,Бензин + газ,Душанбе
Opel Astra G,60000,2001,Механика,Бензин + газ,Душанбе
Opel Astra H,68000,2009,Механика,Бензин,Куляб
Opel Astra G,73000,2003,Автомат,Бензин,Душанбе
Opel Astra G,55999,2000,Автомат,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra F,23000,1992,Механика,Бензин + газ,Душанбе
